Evaluation_unit,Cover,Date,Eval_quadrant,Utilization_degree
CHAL-07,medium,15/6/2024,83,90
CHAL-07,medium,15/6/2024,84,70
CHAL-07,medium,15/6/2024,85,70
CHAL-07,medium,15/6/2024,86,70
CHAL-07,medium,15/6/2024,87,50
CHAL-07,medium,15/6/2024,88,50
CHAL-07,medium,15/6/2024,89,70
CHAL-07,medium,15/6/2024,90,70
CHAL-07,medium,15/6/2024,91,70
CHAL-07,medium,15/6/2024,92,70
CHAL-07,medium,15/6/2024,93,90
CHAL-07,medium,15/6/2024,94,70
CHAL-07,medium,15/6/2024,95,50
CHAL-07,medium,15/6/2024,96,50
CHAL-07,medium,15/6/2024,97,70
CHAL-07,medium,15/6/2024,98,50
CHAL-07,medium,15/6/2024,99,50
CHAL-07,medium,15/6/2024,100,50
CHAL-06,high,20/6/2024,1,10
CHAL-06,high,20/6/2024,2,30
CHAL-06,high,20/6/2024,3,50
CHAL-06,high,20/6/2024,4,50
CHAL-06,high,20/6/2024,5,50
CHAL-06,high,20/6/2024,6,50
CHAL-06,high,20/6/2024,7,30
CHAL-06,high,20/6/2024,8,30
CHAL-06,high,20/6/2024,9,10
CHAL-06,high,20/6/2024,10,10
CHAL-06,high,20/6/2024,11,30
CHAL-06,high,20/6/2024,12,30
CHAL-06,high,20/6/2024,13,50
CHAL-06,high,20/6/2024,14,50
CHAL-06,high,20/6/2024,15,50
CHAL-06,high,20/6/2024,16,50
CHAL-06,high,20/6/2024,17,50
CHAL-06,high,20/6/2024,18,30
CHAL-06,high,20/6/2024,19,50
CHAL-06,high,20/6/2024,20,50
CHAL-06,high,20/6/2024,21,50
CHAL-06,high,20/6/2024,22,10
CHAL-06,high,20/6/2024,23,50
CHAL-06,high,20/6/2024,24,50
CHAL-06,high,20/6/2024,25,50
CHAL-06,high,20/6/2024,26,50
CHAL-06,high,20/6/2024,27,50
CHAL-06,high,20/6/2024,28,70
CHAL-06,high,20/6/2024,29,70
CHAL-06,high,20/6/2024,30,70
CHAL-06,high,20/6/2024,31,50
CHAL-06,high,20/6/2024,32,70
CHAL-06,high,20/6/2024,33,70
CHAL-06,high,20/6/2024,34,30
CHAL-06,high,20/6/2024,35,70
CHAL-06,high,20/6/2024,36,70
CHAL-06,high,20/6/2024,37,70
CHAL-06,high,20/6/2024,38,70
CHAL-06,high,20/6/2024,39,70
CHAL-06,high,20/6/2024,40,70
CHAL-06,high,20/6/2024,41,70
CHAL-06,high,20/6/2024,42,70
CHAL-06,high,20/6/2024,43,70
CHAL-06,high,20/6/2024,44,70
CHAL-06,high,20/6/2024,45,70
CHAL-06,high,20/6/2024,46,50
CHAL-06,high,20/6/2024,47,30
CHAL-06,high,20/6/2024,48,0
CHAL-06,high,20/6/2024,49,0
CHAL-06,high,20/6/2024,50,0
CHAL-06,high,20/6/2024,51,10
CHAL-06,high,20/6/2024,52,70
CHAL-06,high,20/6/2024,53,70
CHAL-06,high,20/6/2024,54,70
CHAL-06,high,20/6/2024,55,30
CHAL-06,high,20/6/2024,56,50
CHAL-06,high,20/6/2024,57,50
CHAL-06,high,20/6/2024,58,30
CHAL-06,high,20/6/2024,59,30
CHAL-06,high,20/6/2024,60,50
CHAL-06,high,20/6/2024,61,50
CHAL-06,high,20/6/2024,62,50
CHAL-06,high,20/6/2024,63,50
CHAL-06,high,20/6/2024,64,50
CHAL-06,high,20/6/2024,65,10
CHAL-06,high,20/6/2024,66,50
CHAL-06,high,20/6/2024,67,30
CHAL-06,high,20/6/2024,68,70
CHAL-06,high,20/6/2024,69,30
CHAL-06,high,20/6/2024,70,10
CHAL-06,high,20/6/2024,71,10
CHAL-06,high,20/6/2024,72,0
CHAL-06,high,20/6/2024,73,0
CHAL-06,high,20/6/2024,74,0
CHAL-06,high,20/6/2024,75,10
CHAL-06,high,20/6/2024,76,10
CHAL-06,high,20/6/2024,77,30
CHAL-06,high,20/6/2024,78,50
CHAL-06,high,20/6/2024,79,50
CHAL-06,high,20/6/2024,80,30
CHAL-06,high,20/6/2024,81,70
CHAL-06,high,20/6/2024,82,70
CHAL-06,high,20/6/2024,83,50
CHAL-06,high,20/6/2024,84,30
CHAL-06,high,20/6/2024,85,30
CHAL-06,high,20/6/2024,86,30
CHAL-06,high,20/6/2024,87,10
CHAL-06,high,20/6/2024,88,30
CHAL-06,high,20/6/2024,89,50
CHAL-06,high,20/6/2024,90,30
CHAL-06,high,20/6/2024,91,30
CHAL-06,high,20/6/2024,92,0
CHAL-06,high,20/6/2024,93,0
CHAL-06,high,20/6/2024,94,10
CHAL-06,high,20/6/2024,95,10
CHAL-06,high,20/6/2024,96,0
CHAL-06,high,20/6/2024,97,70
CHAL-06,high,20/6/2024,98,10
CHAL-06,high,20/6/2024,99,10
CHAL-06,high,20/6/2024,100,30
TAM-17,high,17/6/2024,1,50
TAM-17,high,17/6/2024,2,50
TAM-17,high,17/6/2024,3,50
TAM-17,high,17/6/2024,4,50
TAM-17,high,17/6/2024,5,30
TAM-17,high,17/6/2024,6,30
TAM-17,high,17/6/2024,7,10
TAM-17,high,17/6/2024,8,30
TAM-17,high,17/6/2024,9,50
TAM-17,high,17/6/2024,10,30
TAM-17,high,17/6/2024,11,50
TAM-17,high,17/6/2024,12,50
TAM-17,high,17/6/2024,13,50
TAM-17,high,17/6/2024,14,50
TAM-17,high,17/6/2024,15,50
TAM-17,high,17/6/2024,16,50
TAM-17,high,17/6/2024,17,30
TAM-17,high,17/6/2024,18,10
TAM-17,high,17/6/2024,19,30
TAM-17,high,17/6/2024,20,30
TAM-17,high,17/6/2024,21,50
TAM-17,high,17/6/2024,22,30
TAM-17,high,17/6/2024,23,50
TAM-17,high,17/6/2024,24,50
TAM-17,high,17/6/2024,25,50
TAM-17,high,17/6/2024,26,50
TAM-17,high,17/6/2024,27,50
TAM-17,high,17/6/2024,28,50
TAM-17,high,17/6/2024,29,30
TAM-17,high,17/6/2024,30,30
TAM-17,high,17/6/2024,31,10
TAM-17,high,17/6/2024,32,10
TAM-17,high,17/6/2024,33,70
TAM-17,high,17/6/2024,34,70
TAM-17,high,17/6/2024,35,50
TAM-17,high,17/6/2024,36,30
TAM-17,high,17/6/2024,37,50
TAM-17,high,17/6/2024,38,50
TAM-17,high,17/6/2024,39,70
TAM-17,high,17/6/2024,40,70
TAM-17,high,17/6/2024,41,10
TAM-17,high,17/6/2024,42,30
TAM-17,high,17/6/2024,43,30
TAM-17,high,17/6/2024,44,50
TAM-17,high,17/6/2024,45,50
TAM-17,high,17/6/2024,46,10
TAM-17,high,17/6/2024,47,70
TAM-17,high,17/6/2024,48,50
TAM-17,high,17/6/2024,49,50
TAM-17,high,17/6/2024,50,70
TAM-17,high,17/6/2024,51,50
TAM-17,high,17/6/2024,52,50
TAM-17,high,17/6/2024,53,50
TAM-17,high,17/6/2024,54,50
TAM-17,high,17/6/2024,55,10
TAM-17,high,17/6/2024,56,50
TAM-17,high,17/6/2024,57,70
TAM-17,high,17/6/2024,58,50
TAM-17,high,17/6/2024,59,30
TAM-17,high,17/6/2024,60,50
TAM-17,high,17/6/2024,61,30
TAM-17,high,17/6/2024,62,10
TAM-17,high,17/6/2024,63,30
TAM-17,high,17/6/2024,64,70
TAM-17,high,17/6/2024,65,30
TAM-17,high,17/6/2024,66,30
TAM-17,high,17/6/2024,67,10
TAM-17,high,17/6/2024,68,50
TAM-17,high,17/6/2024,69,0
TAM-17,high,17/6/2024,70,30
TAM-17,high,17/6/2024,71,70
TAM-17,high,17/6/2024,72,70
TAM-17,high,17/6/2024,73,70
TAM-17,high,17/6/2024,74,70
TAM-17,high,17/6/2024,75,30
TAM-17,high,17/6/2024,76,0
TAM-17,high,17/6/2024,77,10
TAM-17,high,17/6/2024,78,10
TAM-17,high,17/6/2024,79,30
TAM-17,high,17/6/2024,80,50
TAM-17,high,17/6/2024,81,50
TAM-17,high,17/6/2024,82,30
TAM-17,high,17/6/2024,83,10
TAM-17,high,17/6/2024,84,30
TAM-17,high,17/6/2024,85,50
TAM-17,high,17/6/2024,86,30
TAM-17,high,17/6/2024,87,30
TAM-17,high,17/6/2024,88,10
TAM-17,high,17/6/2024,89,50
TAM-17,high,17/6/2024,90,50
TAM-17,high,17/6/2024,91,50
TAM-17,high,17/6/2024,92,10
TAM-17,high,17/6/2024,93,50
TAM-17,high,17/6/2024,94,0
TAM-17,high,17/6/2024,95,30
TAM-17,high,17/6/2024,96,70
TAM-17,high,17/6/2024,97,70
TAM-17,high,17/6/2024,98,70
TAM-17,high,17/6/2024,99,70
TAM-17,high,17/6/2024,100,50
TAM-15,medium,12/6/2024,1,10
TAM-15,medium,12/6/2024,2,30
TAM-15,medium,12/6/2024,3,30
TAM-15,medium,12/6/2024,4,10
TAM-15,medium,12/6/2024,5,50
TAM-15,medium,12/6/2024,6,30
TAM-15,medium,12/6/2024,7,50
TAM-15,medium,12/6/2024,8,50
TAM-15,medium,12/6/2024,9,70
TAM-15,medium,12/6/2024,10,70
TAM-15,medium,12/6/2024,11,50
TAM-15,medium,12/6/2024,12,30
TAM-15,medium,12/6/2024,13,30
TAM-15,medium,12/6/2024,14,30
TAM-15,medium,12/6/2024,15,70
TAM-15,medium,12/6/2024,16,70
TAM-15,medium,12/6/2024,17,50
TAM-15,medium,12/6/2024,18,70
TAM-15,medium,12/6/2024,19,70
TAM-15,medium,12/6/2024,20,70
TAM-15,medium,12/6/2024,21,70
TAM-15,medium,12/6/2024,22,50
TAM-15,medium,12/6/2024,23,30
TAM-15,medium,12/6/2024,24,30
TAM-15,medium,12/6/2024,25,30
TAM-15,medium,12/6/2024,26,30
TAM-15,medium,12/6/2024,27,30
TAM-15,medium,12/6/2024,28,70
TAM-15,medium,12/6/2024,29,70
TAM-15,medium,12/6/2024,30,50
TAM-15,medium,12/6/2024,31,50
TAM-15,medium,12/6/2024,32,30
TAM-15,medium,12/6/2024,33,50
TAM-15,medium,12/6/2024,34,70
TAM-15,medium,12/6/2024,35,50
TAM-15,medium,12/6/2024,36,10
TAM-15,medium,12/6/2024,37,30
TAM-15,medium,12/6/2024,38,70
TAM-15,medium,12/6/2024,39,70
TAM-15,medium,12/6/2024,40,30
TAM-15,medium,12/6/2024,41,70
TAM-15,medium,12/6/2024,42,50
TAM-15,medium,12/6/2024,43,50
TAM-15,medium,12/6/2024,44,50
TAM-15,medium,12/6/2024,45,50
TAM-15,medium,12/6/2024,46,70
TAM-15,medium,12/6/2024,47,70
TAM-15,medium,12/6/2024,48,30
TAM-15,medium,12/6/2024,49,50
TAM-15,medium,12/6/2024,50,50
TAM-15,medium,12/6/2024,51,70
TAM-15,medium,12/6/2024,52,70
TAM-15,medium,12/6/2024,53,70
TAM-15,medium,12/6/2024,54,30
TAM-15,medium,12/6/2024,55,50
TAM-15,medium,12/6/2024,56,50
TAM-15,medium,12/6/2024,57,30
TAM-15,medium,12/6/2024,58,30
TAM-15,medium,12/6/2024,59,10
TAM-15,medium,12/6/2024,60,10
TAM-15,medium,12/6/2024,61,10
TAM-15,medium,12/6/2024,62,10
TAM-15,medium,12/6/2024,63,30
TAM-15,medium,12/6/2024,64,30
TAM-15,medium,12/6/2024,65,50
TAM-15,medium,12/6/2024,66,50
TAM-15,medium,12/6/2024,67,50
TAM-15,medium,12/6/2024,68,50
TAM-15,medium,12/6/2024,69,50
TAM-15,medium,12/6/2024,70,50
TAM-15,medium,12/6/2024,71,50
TAM-15,medium,12/6/2024,72,50
TAM-15,medium,12/6/2024,73,50
TAM-15,medium,12/6/2024,74,50
TAM-15,medium,12/6/2024,75,30
TAM-15,medium,12/6/2024,76,50
TAM-15,medium,12/6/2024,77,30
TAM-15,medium,12/6/2024,78,50
TAM-15,medium,12/6/2024,79,50
TAM-15,medium,12/6/2024,80,50
TAM-15,medium,12/6/2024,81,50
TAM-15,medium,12/6/2024,82,30
TAM-15,medium,12/6/2024,83,10
TAM-15,medium,12/6/2024,84,10
TAM-15,medium,12/6/2024,85,50
TAM-15,medium,12/6/2024,86,30
TAM-15,medium,12/6/2024,87,30
TAM-15,medium,12/6/2024,88,50
TAM-15,medium,12/6/2024,89,50
TAM-15,medium,12/6/2024,90,50
TAM-15,medium,12/6/2024,91,30
TAM-15,medium,12/6/2024,92,30
TAM-15,medium,12/6/2024,93,10
TAM-15,medium,12/6/2024,94,10
TAM-15,medium,12/6/2024,95,10
TAM-15,medium,12/6/2024,96,10
TAM-15,medium,12/6/2024,97,30
TAM-15,medium,12/6/2024,98,10
TAM-15,medium,12/6/2024,99,10
TAM-15,medium,12/6/2024,100,30
